단어,URL,설명
천상열차분야지도,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439101/MOV000354028_700X466.mp4,"천상열차분야지도는 세계에서 두 번째로 오래된 된 천문도이다. 
천상(天象)은 태양, 달, 별 등 하늘에서 일어나는 모든 천문현상을 뜻하며, 열차(列次)는 하늘의 적도를 12영역으로 나눠 별들을 차례로 늘어놓았다는 뜻이며, 분야(分野)는 하늘 12차와 땅 12분야가 서로 작용한다는 말이다. 이 천문도는 돌에 새겨 그렸는데, 천문도뿐만 아니라 그 시대의 우주관, 달과 태양의 운동, 28수 별자리, 천문도의 유래와 당시 천문대인 서운관에 대해서도 적혀 있다. 전통과학관에는 천상열차분야지도를 복원하여 전시하고 있다."
자격루,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439104/MOV000354031_700X466.mp4,"시계가 없었던 15세기 조선시대 사람들은 해와 달을 이용해 시각을 가늠했다고 합니다. 그러나 해와 달이 뚜렷하게 보이지 않을 때에는 시각을 어떻게 알 수 있을까요? 이러한 불편한 점을 해소하기 위해 과학자 장영실은 자격루를 발명했습니다. 물을 흘려보내 물받이통에 물이 고이면 잣대가 떠오르는데, 그 잣대에 새긴 눈금을 읽어 시각을 알아낼 수 있도록 하였습니다. 또한 잣대가 올라가면서 구슬을 밀어내면 인형이 종, 북, 징을 일정한 시각마다 치게 되어 소리로 사람들에게 알려줄 수 있도록 자동 장치를 결합하였습니다."
발효이야기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439105/MOV000354032_700X466.mp4,"우유를 상온에 그냥 두면 부패해서 먹지 못하지만, 특정한 환경에 두면 발효하여 치즈가 됩니다. 발효와 부패는 어떻게 다를까요? 발효와 부패는 과정이 비슷하지만, 결과물은 아주 다릅니다. 발효는 효모나 미생물이 유기화합물을 분해하여 알코올, 유기산, 이산화탄소 같은 물질을 생기게 하고, 반면 부패는 부패균에 의해 단백질이나 유기물이 분해되어 유독한 물질이나 악취를 발생시킵니다. 대표적인 발효 음식에는 김치나 고추장 그리고 치즈 등이 있습니다. 우리가 먹는 음식 중에 대략 3분의 1 정도가 발효 음식이라고 하니 굉장히 많지요?"
사이클로이드 곡선,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/440997/MOV000354033_700X466.mp4,"한옥의 기와지붕은 그 곡선이 아름답기도 하지만, 지붕의 곡선을 타고 내려오는 빗물이 빨리 떨어진다는 장점이 있습니다. 또한 독수리가 먹이를 잡으러 땅으로 비행해 내려올 때는 직선으로 곧장 내려오지 않고 곡선 모양으로 비행해 내려옵니다. 이 곡선들에 무슨 비밀이라도 있는 걸까요? 이 전시물은 쇠구슬이 직선 빗면과 사이클로이드 곡선 두 경로를 통해 각각 떨어지는 모습을 관찰할 수 있습니다. 사이클로이드 곡선은 가장 빨리 내려올 수 있는 코스를 만들어 줍니다. 바로 한옥 기와지붕 모양과 독수리의 비행 형태가 사이클로이드 모양을 하고 있는 이유입니다."
목조불단(佛壇) 장엄화(莊嚴花),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438934/MOV000353861_700X466.mp4,"사찰의 불단을 장식하는 연꽃 장식을 목공예품으로 제작한 것입니다. 신령스러운 거북이가 연꽃을 등에 지고 있는 형태로, 거북 모양 좌대와 그 위에 배치된 연꽃 장식으로 나눌 수 있습니다. 거북은 부리부리한 두 눈과 큼직한 코와 입, 날카로운 이빨을 지니고 있는데, 특히 눈과 입에서는 붉은 화염으로 나타내 상서로운 기운이 묘사되어 있습니다. 장식된 연꽃은 다양하게 표현하였으며 각각의 줄기에는 물새, 개구리, 물고기 등을 입체적이고 사실적으로 표현하여 목공예품에 생동감을 불어 넣었습니다. 가장 윗부분에 만개된 연꽃에는 동자와 누워 있는 소가 그려져 있습니다. 거북이와 연꽃, 그리고 물새와 물고기 등은 불교의 상징적인 의미와 더불어 길상적인 의미를 함께 지니고 있습니다."
언문반절표 (완),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247780/MOV000260779_700X466.mp4,"‘언문 반절표(諺文反切表)’는 일종의 한글을 배우기 위한 교재로, 초성 및 종성에 쓰인 자음과 중성에 쓰인 모음을 결합한 글자들을 배열해 놓은 표입니다. 이 ‘언문 반절표’는 한글을 배울 때 유용한 교재로 쓰였습니다. 특히 서당이나 사가에서 한글을 배울 때 널리 쓰였으며 16세기 초기부터 20세기 중엽까지 사용되었던 것으로 보입니다. 대부분이 종이 한 장에 언문 반절표를 인쇄하여 누구나 쉽게 접할 수 있도록 하였으며, 각 글자와 짝을 이루는 그림을 그려 넣기도 하였습니다. 전시물의 경우 ‘가’에는 ‘개’를, ‘나’에는 ‘나비’를, ‘다’에는 ‘닭’을 그려 넣은 것을 확인할 수 있습니다. 또한 반절표의 배열을 보면 ‘ㆍ’가 쓰인 글자들은 맨 아랫줄에 놓인 것을 볼 수 있는데, 오늘날 ‘ㆍ’를 ‘아래아’라고 부르는 것은 이 때문입니다."
흑립(黑笠),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247781/MOV000260781_700X466.mp4,"조선시대 사대부들이 썼던 모자이다. 주로 말총이나 대나무를 가늘게 오려 엮어 형태를 만들고, 그 위에 흑칠을 한다. 19세기 말경부터 귀천없이 모두 사용할 수 있었다."
흉배(胸背),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247782/MOV000260784_700X466.mp4,"조선시대 문관의 관복 가슴과 등에 붙이는 장식품이다. 3품 이상의 당상관은 두 마리 학, 3품 이하의 당하관은 한 마리 학이 수 놓여진 흉배를 착용하였다."
화로(火爐),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247783/MOV000260786_700X466.mp4,"숯불을 담아 두는 그릇이다. 방안을 따뜻하게 유지하기도 하며, 사냥을 통해 얻은 고기를 전골이나 구이 등의 간단한 방법으로 요리해 먹기도 한다. "
화관(花冠),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247784/MOV000260789_700X466.mp4,여성이 예복에 갖추어 쓰던 관모로 예복인 활옷이나 당의를 입을 때 착용하였다.
성덕대왕 신종에 새겨진 글씨 탑본,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247984/MOV000261251_700X466.mp4,"에밀레종’이라고 부르기도 하는 성덕대왕 신종에 새겨진 글입니다. 종 앞면에는 종을 만든 까닭을 담은 글이, 뒷면에는 종을 만든 사람들의 직함과 이름 등이 기록되어 있습니다. 종에 새긴 글씨를 자세히 보면 커다란 종에 어울리는 글씨체라는 생각이 듭니다. 큰 종에 어울리는 살이 좀 붙은 듯하면서도 균형이 잘 잡힌 글씨가 종을 더욱 아름답게 해 주는 것 같습니다. 종에 새긴 글씨는 많이 닳아서 이렇게 탑본으로 보아야 제대로 읽을 수 있습니다. 통일신라 문화의 무르익은 분위기가 잘 나타나 있습니다."
‘합천장흥고’가 새겨진 국화무늬 항아리,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248163/MOV000261639_700X466.mp4,"톱니 모양의 국화가 세밀하고 찍혀 있고, 몸체의 앞뒤에 ‘陜川’(합천)과 ‘長興庫’(장흥고)라는 글씨가 새겨진 분청사기 네귀항아리입니다. ‘합천’·‘장흥고’라는 글씨는 이 네귀항아리가 경상남도 합천에서 만들어졌고 장흥고에 바쳐졌음을 알려 줍니다. 생산지와 관청 이름을 새긴 것은 그릇에 품질에 대한 책임을 높이고 그릇이 없어지거나 파괴되는 것을 막기 위한 조치였습니다."
청동 금은입사 향완,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438935/MOV000353862_700X466.mp4,"향로 중에서 입구 부분에 넓은 테두리가 달리고 나팔형의 굽다리가 부착된 것을 향완(香垸)이라고 합니다. 이 향완은 고려 시대나 조선 시대 사찰에서 사용하던 향로로, 몸체 표면에 홈을 파고 금이나 은을 박아 넣는 장식(입사)이 구현되었습니다. 
몸체에는 불가에서 사용하는 고대 인도 문자가 일정한 간격을 두고 4개 배치되었고, 이 사이에 만개한 연꽃과 넝쿨 무늬가 향완의 몸체에 가득 장식되어 매우 화려합니다. 입구에 달린 넓은 테두리에는 고대 인도 문자 6개와 넝쿨 무늬가 입사되어 있어 아름답게 장식한 장인의 의도를 엿볼 수 있습니다. 그릇의 형태와 문양 배치, 장식 솜씨로 미루어 보아 제작 연대는 13세기경으로 추정됩니다."
은입사 연초합(煙草盒),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438936/MOV000353863_700X466.mp4,"‘연초합’은 담뱃잎 또는 담배나 재떨이를 담아 두는 담배합입니다. 조선시대 중기 이후에 담배가 선비들의 기호품으로 등장하면서 연초합은 사랑방의 기본 물품으로 자리 잡게 되었습니다. 대개 나무나 쇠를 기본 재료로 하여 만들었는데, 쇠로 만들어진 경우 표면에 이와 같이 은입사로 장식된 경우가 있습니다. 이 연초합은 윗면의 중앙 내부에는 큼직한 수(壽)자 무늬를 배치하고 그 주변에도 장식 무늬를 두어 장식성을 극대화하였습니다. 옆면에는 ‘복(福)’자를 배치하였는데, 조선시대 후기에 유행했던 길상적인 문자가 각종 공예품에 등장한 것과 그 궤를 같이 한다고 볼 수 있습니다. 공예품의 소재와 문양 배치 등을 통해 18세기 후반에서 19세기경에 제작된 것으로 생각됩니다."
나전 거북등무늬 좌경(坐鏡),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438937/MOV000353864_700X466.mp4,"‘좌경坐鏡’은 여성들이 머리를 매만지거나 화장할 때 사용하였는데, 바닥에 앉은 자세에서 사용하기에 알맞도록 경사를 고려하여 제작된 거울입니다. 밑단에 여닫이문이 있고 문을 열면 서랍이 있는 작은 직사각형으로, 뒤에는 거울이 부착되어 있습니다. 
이 좌경은 뒷면을 제외하고 윗면과 좌우 옆면, 앞면 전체에 육각형의 거북등무늬를 자개로 가득 장식하여 매우 화려합니다. 거북등무늬 안에는 다시 작은 꽃무늬를 넣어 장식성을 극대화하였습니다. 이와 같은 좌경은 주로 여성이 사용하였지만 남성이 상투를 틀 때 사용했던 것도 있습니다."
추계유금도,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438938/MOV000353865_700X466.mp4,"풍속화(風俗畵)와 신선도(神仙圖) 등으로 잘 알려진 김득신(1754~1822)의 작품입니다. 이 그림에는 새와 동물이 등장하지만 작게 묘사되었고 오히려 풍경을 비중 있게 다루고 있어, 김득신의 산수화 세계를 이해할 수 있습니다. 
한 쌍의 토끼와 꿩을 그린 것과 여러 종류의 새들을 무리지어 나타낸 두 폭 모두 깔끔한 화면 구성과 배경의 조화 등이 돋보입니다. 그림 위쪽 여백에는 당시 문장과 글씨에서 일가를 이룬 이재학(李在學)의 글이 있어 그림의 격을 더하고 있습니다."
수파실험장치,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/440998/MOV000354035_700X466.mp4,"푸른 물결이 출렁이는 수파발생장치를 통해 쓰나미의 움직임을 살펴봅시다. 수파발생장치는 길이 4m 규모의 대형 파도 발생 장치입니다. 무색인 상부는 파라핀으로, 파란색 하부는 물로 채워져 있습니다. 수조의 왼쪽 끝에는 도시 모형이 있으며, 이곳에서 파도의 쳐오름 현상을 관찰할 수 있습니다. 지진이나 태풍으로 인해 깊은 바다에서 발생한 파도가 해안가에 도달하여 쳐오르는 현상이 바로 쓰나미(지진해일)와 폭풍해일입니다."
박지·조화 분청사기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248164/MOV000261641_700X466.mp4,분청사기는 세종 때 크게 발전했습니다. 세종은 전국의 가마 수와 품질을 파악해 그릇을 세금으로 거두고 만든 사람의 이름을 새기도록 했습니다. 이때 분청사기의 무늬를 표현하는 방법도 다양해졌습니다. 그중 하나가 조화 기법과 박지 기법입니다. 조화 기법은 그릇 표면에 흰 흙을 바른 다음 선으로 무늬를 새기는 방법으로 회화적인 느낌이 듭니다. 박지 기법은 흰 흙을 바른 뒤 무늬의 바깥 부분을 긁어내는 방법으로 흑백의 대비가 선명합니다. 이 기법들은 전라도 지방에서 크게 유행했습니다.
꽃무늬 편병,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248165/MOV000261642_700X466.mp4,"편병은 물레로 둥근 병을 만든 다음 앞뒤를 두드려 편평하게 만든 병입니다. 장인의 두들기는 손맛에 따라 편평하지도 완전히 둥글지도 않은 둥글납작한 모양이 탄생합니다. 분청사기는 민간에서 생활용기로도 많이 사용했습니다. 이 병은 앞뒷면에 꽃잎 몇 장과 줄기만 남은 꽃무늬를 그려 넣었는데, 어깨 부분에서 자연스럽게 흘러내린 투명한 회청색 유약이 더해져 한층 현대적인 감각을 느끼게 합니다."
모란·넝쿨무늬 항아리,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248166/MOV000261644_700X466.mp4,"조선 시대 전기의 전형적인 모습을 지닌 분청사기 항아리입니다. 흰 흙을 바를 때 밑 부분을 그대로 남겨 두어 자연스럽게 경계가 나뉘고, 이러한 경계가 항아리의 자연스러움을 한층 돋보이게 해 줍니다. 이와 같이 박지 기법과 조화 기법으로 무늬를 화려하게 새기는 것이 전라도 지방 분청사기의 특징입니다. 이 항아리는 전라남도 고흥군 운대리에서 만들었을 것으로 보입니다."
어룡 모양 주자,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248167/MOV000261646_700X466.mp4,머리는 용이고 꼬리는 물고기인 이 주자의 몸체에는 비늘이 촘촘하고 도드라지게 새겨져 물고기를 연상시킵니다. 또한 용머리의 수염과 눈도 생생하게 묘사되어 있습니다. 머리 바로 아래 지느러미를 날개처럼 활짝 펴고 꼬리는 수직으로 치켜세운 용의 모습은 금방이라도 물을 박차고 날아오를 듯합니다. 이렇듯 동식물이나 사람 모습을 본떠 만든 청자를 ‘상형 청자’라고 합니다. 상형 청자는 사물의 특징을 자연스럽고 간결하게 고려청자 특유의 미감으로 승화시켜 표현한 것이 특징입니다.
연꽃·넝쿨무늬 베개,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248168/MOV000261648_700X466.mp4,"연꽃무늬가 아름답게 장식된 베개입니다. 송나라 때 흔히 보이는 형태의 베개이지만, 베개의 모양과 색, 정교한 장식에서 고려청자 특유의 세련미와 우아함이 돋보입니다. 바닥을 제외한 전면에 돋을새김·뚫어새김·새김의 여러 기법을 골고루 써서 연꽃무늬와 모란무늬를 화사하게 꾸몄습니다. 고려 시대에는 그릇을 비롯한 식기류뿐만 아니라 베개와 의자 같은 일상생활 용품, 건축물을 장식하는 기와 등 다양한 청자를 만들어 사용했습니다."
석류 모양 주자,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248169/MOV000261650_700X466.mp4,담녹색을 머금은 비취색의 청자 색깔이 돋보이는 석류 모양 주자입니다. 세 개의 석류 위에 또 하나의 석류를 올려서 안정된 삼각형 구도의 몸체를 만들었습니다. 특히 흰 흙으로 점을 찍어 마치 석류가 잘 익어 터진 것처럼 입체감을 살린 점이 이 주자를 더욱 돋보이게 합니다. 이와 같이 사물의 모양을 본떠서 예술적으로 표현된 상형 청자는 정교하고 세심한 묘사가 필요하기 때문에 높은 수준의 기술이 뒷받침되어야 합니다. 고려의 상형 청자가 지닌 고유한 형태와 빛깔은 시간과 공간을 초월하여 감탄을 자아냅니다.
테슬라코일,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/440999/MOV000354037_700X466.mp4,"우리가 집에서 사용하는 리모컨을 비롯해 교류전기, 모터, 형광등, 네온사인, 레이더 등은 누가 고안했을까요? 바로 그 사람은 안전하고 효율적인 교류 발전을 고안한 니콜라 테슬라입니다. 테슬라코일 전시물은 니콜라 테슬라의 발명품으로 220볼트 전기를 400만 볼트까지 승압시켜 강력한 방전 스파크를 발생시키는 고전압 발진기이자 오늘날 교류전기의 시초가 된 장치입니다. 테슬라코일 전시물에서는 장치가 작동하는 동안 강한 스파크가 발생하는 모습을 관찰할 수 있으며, 코일 주위에 형광등을 가져가면 코일 주위에 생기는 전기장에 의해 형광등이 켜지는 모습도 확인할 수 있습니다."
원소주기율표,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439112/MOV000354039_700X466.mp4,"이 세상에는 수많은 물질들이 있습니다. 이것들은 무엇으로 이루어져 있을까요? 현재까지 발견되거나 만들어진 원소는 2013년 2월 기준으로 118개로, 주기율표에는 118개의 원소들이 원자 번호에 따라 차례대로 나열되어 있습니다. 원소를 원자 번호에 따라 늘어놓으면 비슷한 성질을 가진 원소들끼리 세로줄에 배열됩니다. 이렇게 비슷한 성질이 주기적으로 나타난다고 해서 주기율표라고 합니다. 주기율표를 보면 원자 번호, 원자량, 원소 기호 등을 알 수 있습니다. 현재, 과천과학관에는 118개의 원소 중 103개가 소개되어 있습니다."
타코마 브리지 붕괴사건,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/441000/MOV000354040_700X466.mp4,"1940년 미국 워싱턴 주에 건설된 타코마 다리는 개통 4개월 만에 무너져 버렸습니다. 이 다리는 53 m/s의 바람에도 견딜 수 있도록 설계되었지만, 겨우 19 m/s의 바람에 무너지고 말았습니다. 전시물에서는 길이가 다른 두 막대에 주기적인 진동을 강제로 주었을 때 막대가 어떻게 움직이는지 비교해 보면서, 타코마 다리가 무너진 이유를 알아볼 수 있습니다. 길이가 다른 막대는 각각 서로 다른 주기의 특정 진동수 값에서 크게 진동합니다. 이와 같이 물질마다 크게 진동하는 진동수 값이 다르기 때문에 동일한 재질과 크기의 물질로 다리를 건설하게 되면, 특정 진동수의 바람에 다리 전체가 크게 흔들릴 수 있습니다."
지진체험실,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/441001/MOV000354041_700X466.mp4,"지진은 왜 일어날까요? 지진이 특별히 잘 일어나는 지역이 있는 걸까요? 지진이 일어나면 어떤 일이 벌어질까요? 지진은 지구 내부 어딘가에서 급격한 지각 변동이 생겨 그 충격으로 생긴 파동인 지진파가 지표면까지 전해져 지반을 진동시키는 현상입니다. 세계적으로 지진이 자주 발생하는 지역이 있습니다. 지진 체험실에서 지진 체험 시뮬레이터에 탑승하여 3D영상을 보면서, 지진이 발생했을 때 대처 요령과 지진의 강도를 간접 체험해 봅시다."
태풍체험실,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/441002/MOV000354043_700X466.mp4,"2012년의 태풍 볼라벤을 기억하시나요? 우리나라는 1년에 3번 정도 태풍의 영향을 받게 되지만, 여러분이 무시무시한 태풍의 위력을 직접 체험하기란 쉽지 않습니다. 이곳 태풍체험실은 태풍을 간접적으로 체험해 볼 수 있는 장소로, 비바람을 맞으며 태풍과 싸워 이겨볼 자신이 있는 사람이라면 누구든지 환영입니다. 태풍체험실에서는 4개의 송풍기에 의해 만들어진 최고 30 m/s의 풍속의 바람과 700 mm/h의 강우량을 체험할 수 있습니다. 태풍은 일반적으로 풍속이 17 m/s 이상인 바람을 말하며, 열대지방의 바다에서 생기며 폭풍우를 동반합니다. 7~10월 사이에 많이 발생하며 1주일에서 1개월 정도가 지나면 소멸됩니다."
물가풍경무늬 정병,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248170/MOV000261652_700X466.mp4,물을 담는 용도로 사용되었던 정병입니다. 옛날 인도에서 풍요와 번영의 여신 아나히타가 지녔던 성스러운 물건이었던 정병은 불교가 널리 퍼지면서 불교 용구의 하나가 되었습니다. 고려 시대의 정병은 불가에서뿐만 아니라 일상생활에서 많이 사용되었습니다. 이 정병에는 물가의 갈대와 그 밑에서 쉬고 있는 기러기 한 쌍이 있고 뒷면에는 수양버들 아래 쉬고 있는 원앙 한 쌍도 있습니다. 병의 굽 위에 언덕과 물풀까지 새겨 넣어 마치 한 폭의 그림처럼 잔잔한 물가 풍경이 훌륭하게 완성되었습니다.
죽순 모양 주자,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248171/MOV000261654_700X466.mp4,"청자의 비색 빛이 오묘하고도 신비한 죽순 모양의 주자입니다. 이 주자는 죽순 모양의 몸체에 댓가지를 본뜬 손잡이와 귀때를 붙였으며 뚜껑도 솟아나는 죽순의 형태로 되어 있습니다. 죽순의 윤곽선은 반돋을새김으로, 잎맥은 가는 선으로 정성껏 새겼습니다. 특히 주자의 모양은 어떤 일이 한꺼번에 우르르 일어남을 이르는 ‘우후죽순’이라는 말을 생각나게 합니다. 실제로 죽순은 비 온 뒤에 50센티미터 이상 자랄 만큼 성장이 왕성하다고 합니다. 그래서 죽순은 자손의 번성이나 기원·축하를 의미합니다."
오리 모양 연적,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248172/MOV000261656_700X466.mp4,먹을 갈 때 쓸 물을 담아 두는 오리 모양의 연적으로 12세기에 유행한 동식물 모양의 상형 청자 가운데 하나입니다. 연꽃 이파리 모양의 뚜껑이 덮여 있으며 연 줄기를 물고 있는 오리의 부리가 생동감 있게 표현된 것이 특징입니다. 간송미술관에서 소장하고 있는 국보 제74호 오리 모양 연적과 비견될 만한 명품입니다.
소학,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247876/MOV000260978_700X466.mp4,"성리학의 입문서인 『소학』은 1187년 주희의 제자 유자징에 의해 편찬되었습니다. 이후 어린 학동이 성리학의 기초를 배울 수 있는 교과서가 된 『소학』은 일상생활의 예의범절, 격언, 충신이나 효자의 이야기 등 기본적이고 필수적인 유학의 도덕규범을 담고 있습니다. 특히 조광조·김안국 등의 사림은 『소학』을 중요하게 여겼는데, 김안국은 한글로 번역한 『소학언해』를 간행하기도 했습니다."
어몽룡이 그렸다고 전하는 밤에 핀 매화 그림,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247877/MOV000260980_700X466.mp4,"어몽룡은 매화를 특히 잘 그린 화가로 이정·황집중과 더불어 조선 중기 문인화의 삼절三絶로 불립니다. 이 그림은 조선 중기 이후 새로운 매화 그림의 전형을 보여 주는 작품입니다. 꼿꼿이 솟아오른 매화나무의 가지는 선비다운 기품을 드러내며, 가지에 듬성듬성 핀 매화가 달빛과 어우러져 고아한 멋을 더하고 있습니다. 현재 사용되는 오만원권의 뒷면 그림이 바로 이 그림입니다."
한호가 푸른색 종이에 금가루로 쓴 글씨첩,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247878/MOV000260982_700X466.mp4,"조선 전기의 명필 한호(한석봉)가 1602년에서 1604년 사이에 쓴 글씨를 모은 서첩입니다. 짙은 푸른색 종이에 금가루로 해서·행서·초서를 다양하게 썼는데, 노년의 원숙한 서풍을 보이고 있습니다. 1·2첩에는 친구들이 지어 준 시, 자작시, 평소 좋아했던 중국 시 등 가평 군수에서 해직된 뒤인 1602년에서 흡곡 현령으로 재직하던 1604년 사이에 쓴 글이 실려 있습니다. 3첩은 「설상청정경」이라는 도교 경전을 필사한 내용입니다."
정전기 체험(반데그라프),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/441003/MOV000354045_700X466.mp4,"겨울에 스웨터를 벗다가 갑자기 작은 불꽃이 튀고 ‘따끔’하는 경험을 해 본 적이 있을 거예요. 바로 마찰 전기, 즉 정전기 때문에 일어나는 현상이지요. 일상에서 정전기를 자주 경험하지만, 그보다 규모가 큰 정전기 체험에 도전해 보고 싶지는 않나요? 수만 볼트의 정전기로 머리카락이 쭈뼛 서는 짜릿한 경험을 해 봅시다. 이 반데그라프 발전기에 손을 대면 머리카락이 사방으로 뻗는 현상을 관찰할 수 있는데, 이것은 머리카락이 모두 플러스(+)전하로 대전되어 서로 미는 척력이 작용하기 때문입니다. 본 장치는 반드시 운영자의 도움을 받아 체험하셔야 합니다."
도선주변의 자기를 발견하다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/441004/MOV000354046_700X466.mp4,"1820년 4월 21일에 외르스테드는 전류가 흐르는 도선 밑에 나침반을 두면 나침반이 돌아가는 것을 우연히 발견하였습니다. 전류가 흐르는 도선 주위에 자기장이 생긴 것을 발견한 순간이었습니다. 그 후, 도선에 흐르는 전류의 방향을 바꿔가며 나침반이 돌아가는 방향을 관찰한 결과, 나침반의 방향이 전류의 방향에 따라 돌아가는 방향이 반대라는 것을 확인했습니다. 전류의 방향에 따라 생기는 자기장의 방향이 다르다는 것도 알아냈습니다. 즉, 도선에 전류가 흐르면, 주위에 자기장이 생기고, 자기장과 나침반이 서로 밀어내는 힘에 의해 나침반이 움직이게 됩니다."
나한도,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438939/MOV000353866_700X466.mp4,"나한은 아라한을 줄여서 부르는 이름으로, 석가의 불법을 듣고 깨달음을 얻어 가장 높은 경지에 오른 성자이며 각지에서 불법을 수호하고 중생을 제도하도록 위임받은 분입니다. 나한신앙은 선종의 성행과도 깊은 관계를 맺고 있으며, 때에 따라서는 호국신앙으로 성행하기도 하였습니다. 이 그림에서는 먹과 적색, 군청, 녹청, 백색 안료 등 다양한 색을 다채롭게 혼용하고 있습니다. 그와 더불어 인물의 얼굴, 옷, 특히 나무의 묘사가 섬세하고 화려하여 조선시대 16세기 나한도의 모습과 산수, 인물의 표현을 짐작할 수 있게 합니다."
정조어필,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438941/MOV000353868_700X466.mp4,"정조는 조선 제22대 임금으로 25년 동안 재위하면서 많은 업적을 남겼습니다. 그 자신이 학문을 매우 좋아했고 시와 그림에도 능하여 시문집뿐만 아니라 임금이 직접 쓴 글씨나 그림도 많은 수가 전해지고 있습니다. 
이 작품은 1791년 2월에 정조가 전라도관찰사로 부임하는 정민시(鄭民始,1745~1800)를 위해 손수 지어 써 준 시로, 신하를 아끼는 왕의 자상한 마음이 담겨 있습니다. 바탕은 짙은 분홍 비단이며 금박 가루와 은박 가루로 모란, 박쥐, 구름 무늬 등이 화려하게 그려져 있습니다."
소상팔경도,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438943/MOV000353870_700X466.mp4,"이 작품은 중국 호남성(湖南省) 동정호(洞庭湖) 아래 소수(瀟水)와 상강(湘江)이 합쳐지는 곳의 여덟 군데 절경을 그린 그림입니다. 본래 8폭의 병풍이었을 것으로 추정되는데 현재는 분리되어 원래의 순서를 알 수 없습니다. 종이에 수묵으로 그린 8폭의 그림은 두 폭씩 대칭을 이루는 구도입니다. 
이 작품의 제작 연대는 16세기 전반으로 추정되며, 8폭이 모두 갖추어져 있다는 점과 16세기 전반 회화의 양식적 특징이 훌륭하게 표현되어 있다는 점에서 중요한 의미를 지닙니다."
서유견문,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438952/MOV000353879_700X466.mp4,"『서유견문』은 1895년 출간된 유길준의 서양 기행문이다. 이 책은 서양의 발전된 모습과 방법을 분야별로 제시하여 대한민국을 발전시키는데 크게 기여하였다. 뿐만 아니라 대한민국 최초의 국한문이 혼용된 책으로 문자생활에도 영향을 미쳤다. 유길준은 1882년 일본에서 유학한 인물로, 1883년에는 미국, 1885년에는 유럽 등을 거쳐 귀국하였다. 해외에서 보고 느낀 것과 후쿠자와 유키치의 『 서양사정』 등 외국서적을 참고하여 『서유견문』을 집필하였다."
천자문,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247879/MOV000260984_700X466.mp4,『천자문』은 한문을 처음 배울 때 교과서 겸 글씨 교본으로 쓰던 책입니다. 선조 16년(1583) 한호는 천자문을 해서로 쓰고 한글로 훈과 음을 달아서 『석봉천자문』을 펴냈습니다. 이후 이 책은 왕실·관아·사찰·개인에 의해 여러 차례 간행되어 초학자의 한자 학습과 글씨 학습에 큰 영향을 주었습니다.
