단어,URL,설명
하십시오체,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286674/MOV000288841_700X466.mp4,"상대 높임법의 하나. 상대편을 아주 높이는 종결형으로, ‘안녕히 계십시오.’, ‘정말 오래간만입니다.’, ‘반갑습니다.’ 하는 따위이다. 합쇼체. 아주 높임."
하의어,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286677/MOV000288852_700X466.mp4,
하이픈,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290366/MOV000288856_700X466.mp4,
학교 문법,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286679/MOV000288858_700X466.mp4,
한글날,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286685/MOV000288881_700X466.mp4,
한어,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290367/MOV000288909_700X466.mp4,
한자어,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290369/MOV000288920_700X466.mp4,
한자어계수사,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286694/MOV000288923_700X466.mp4,한자어 계열의 수사.
한테①②,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290370/MOV000288929_700X466.mp4,"((사람이나 동물 따위를 나타내는 체언 뒤에 붙어)) 일정하게 제한된 범위를 나타내는 격 조사. ‘에게’보다 더 구어적이다.,어떤 행동이 미치는 대상임을 나타내는 격 조사. 어떤 물건의 소속이나 위치를 나타낸다. ‘에게’보다 더 구어적이다."
한테서,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290373/MOV000288935_700X466.mp4,
함축적 의미,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286699/MOV000288937_700X466.mp4,
합성 명사,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286702/MOV000288952_700X466.mp4,
합성 부사,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286704/MOV000288961_700X466.mp4,
합성 형용사,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286706/MOV000288970_700X466.mp4,
합용 병서,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286709/MOV000288982_700X466.mp4,
합자,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290374/MOV000288991_700X466.mp4,
해라체,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286712/MOV000288994_700X466.mp4,"상대 높임법의 하나. 상대편을 아주 낮추는 종결형으로, ‘철수야, 빨리 자라. 내일 새벽에 운동해야 한다.’ 따위이다. 아주 낮춤."
혀뿌리소리,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286716/MOV000289007_700X466.mp4,
혀앞소리,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286717/MOV000289011_700X466.mp4,
현대 국어,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286719/MOV000289018_700X466.mp4,
현재 시제,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286722/MOV000289029_700X466.mp4,
현재 완료 진행,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286724/MOV000289036_700X466.mp4,진행되던 동작이 현재의 어느 때에 이미 끝났음을 나타내는 동작상. ‘나는 자고 있었다.’ 따위이다.
현재형,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286726/MOV000289046_700X466.mp4,
혓바닥소리,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290378/MOV000289054_700X466.mp4,
혓소리,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290379/MOV000289057_700X466.mp4,"혀끝과 잇몸의 사이에서 나는 소리. ‘ㄴ’, ‘ㄷ’, ‘ㅌ’ 따위가 있다.,중국 고대의 음운학에서 오음(五音)의 하나로, 혀끝을 윗잇몸 또는 경구개에 대어 내는 소리. '단(端)', '정(定)', '지(知)' 따위의 자음을 이른다. 설음(舌音)."
형식 명사,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286733/MOV000289070_700X466.mp4,
형식어,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286734/MOV000289075_700X466.mp4,
형태론,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286738/MOV000289093_700X466.mp4,
형태소,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286739/MOV000289096_700X466.mp4,"뜻을 가진 가장 작은 말의 단위. ‘이야기책’의 ‘이야기’, ‘책’ 따위이다.,문법적 또는 관계적인 뜻만을 나타내는 단어나 단어 성분."
호격,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286742/MOV000289112_700X466.mp4,"호격 조사.,문장 속에서, 체언이 부름의 자리에 놓이게 하여 독립어가 되게 하는 격. "
호기음,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290381/MOV000289120_700X466.mp4,
호칭어,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286745/MOV000289123_700X466.mp4,
혼종어,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286748/MOV000289137_700X466.mp4,
혼철,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286749/MOV000289141_700X466.mp4,
혼합 모음,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286750/MOV000289144_700X466.mp4,
홑소리,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290383/MOV000289154_700X466.mp4,"음성의 최소 단위. 국어에서는 'ㅏ', 'ㅓ', 'ㅗ', 'ㅜ', 'ㅡ', 'ㅣ', 'ㅐ', 'ㅔ', 'ㅚ', 'ㅟ', 'ㄱ', 'ㄴ', 'ㄷ', 'ㄹ', 'ㅁ', 'ㅂ', 'ㅅ', 'ㅇ', 'ㅈ', 'ㅎ', 'ㄲ', 'ㄸ', 'ㅃ', 'ㅆ', 'ㅉ' 들이다. 단음(單音)."
화식 부사,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286754/MOV000289157_700X466.mp4,
확대,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290384/MOV000289166_700X466.mp4,모양이나 규모 따위를 더 크게 함.
확인 의문문,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286757/MOV000289168_700X466.mp4,
활용,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290385/MOV000289173_700X466.mp4,용언의 어간(변하지 않는 줄기 부분)이나 서술격 조사에 선어말 어미와 어말 어미(변하는 꼬리 부분)가 붙어 문장의 성격을 바꿈. 또는 그런 일. 이로써 시제ㆍ서법 따위를 나타낸다. 어미변화.
활용형,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286761/MOV000289185_700X466.mp4,
회의,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286762/MOV000289189_700X466.mp4,한자 육서(六書)의 하나. 둘 이상의 한자를 합하고 그 뜻도 합성하여 글자를 만드는 방법이다. ‘日’과 ‘月’을 합하여 ‘明’ 자를 만들어 ‘밝다’는 뜻을 나타내는 것 따위이다.
국가 기구,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/288082/MOV000294768_700X466.mp4,국정을 수행하기 위하여 조직한 국가 기관의 체계.
국가 기원설,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/288083/MOV000294771_700X466.mp4,"국가가 처음에 어떻게 생겼는지에 관한 학설. 신의설, 계약설, 가족설, 심리설, 진화설, 계급 투쟁설 따위가 있다."
국가론,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/288085/MOV000294783_700X466.mp4,"국가의 본질, 기원(起源), 조직, 형태, 발달 따위에 관한 이론."
국가 목적,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/288087/MOV000294793_700X466.mp4,국가가 달성하려는 목적. 국가 자체의 존립과 사회의 공공 이익 증진을 목적으로 한다.
국가 방문,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/288088/MOV000294796_700X466.mp4,국가나 정부의 수반이 다른 국가를 방문하는 일.
국가 보훈 사업,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/288090/MOV000294803_700X466.mp4,"나라를 위하여 맡은 일을 수행하다가 육체적ㆍ정신적으로 피해를 입은 사람과 그 유족에게 보상을 하여 생활을 안정시키고, 다른 사람의 애국심을 높이기 위하여 나라가 실행하는 정책."
국가사업,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/288091/MOV000294810_700X466.mp4,나라에서 맡아 하는 사업.
국가 승인,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/288095/MOV000294831_700X466.mp4,국제 사회에서 새로 성립한 나라의 독립을 인정하는 일.
국가 양면설,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/288096/MOV000294834_700X466.mp4,"국가는 사회학적 측면과 법학적 측면의 양면에서 깊이 연구되어야 한다는 학설. 국가의 본질에 관한 이원적 국가론으로, 옐리네크가 주장하였다."
국가 연합,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/288097/MOV000294840_700X466.mp4,"둘 이상의 독립 국가가 외교나 군사 따위의 일정한 범주의 국가 기능을 공동으로 행사하기 위해서 평등하게 결합한 체제. 1778~1798년의 미국, 1815~1866년의 독일, 1815~1848년의 스위스 따위가 이런 체제였다."
국가 유형,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/288100/MOV000294853_700X466.mp4,"정권의 성격에 따라 나눈 국가의 종류. 봉건 국가, 자본주의 국가, 사회주의 국가 따위가 있다."
국가 이익,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/288101/MOV000294857_700X466.mp4,국제적으로 내세우는 자기 나라의 이익.
국가 정책,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/288105/MOV000294878_700X466.mp4,국가의 목표를 추구하기 위하여 정부가 직접 계획을 세워 달성하고자 하는 일.
국가 행정,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/288109/MOV000294898_700X466.mp4,국가가 직접적으로 행하는 행정.
국가 형태,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/288110/MOV000294902_700X466.mp4,"국가 권력의 조직과 실현 형태. 국가 구조ㆍ정치 제도ㆍ통치 형식에 의하여 규정하는 것으로 공화제, 군주제, 대통령 중심제, 의회제 따위가 있다."
국교 단절,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/288112/MOV000294909_700X466.mp4,국가와 국가 사이의 외교 관계를 끊는 조치.
국교 회복,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/288113/MOV000294913_700X466.mp4,국가 간의 정치ㆍ외교적 단절 상태를 원래의 우호적인 평화 관계 상태로 되돌리는 조치.
국무부,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/288116/MOV000294928_700X466.mp4,"미국에서, 외교 정책을 담당하는 연방 행정 기관."
국민 국가,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/288117/MOV000294932_700X466.mp4,민족을 단위로 하여 형성된 국가.
국민 대회,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/288118/MOV000294936_700X466.mp4,"국가의 비상시나 어떤 일에 처하여 국민의 총의(總意)를 나타내기 위하여 다수의 뜻있는 사람이 때를 정하여 한곳에 모이는 큰 모임.,중국 국민 정부의 정권 행사 최고 기관."
국민 정부,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290481/MOV000294985_700X466.mp4,"중국 국민당이 1925년 광저우(廣州)에 수립한 중화민국 정부. 쑨원(孫文)이 죽은 후 후한민(胡漢民)이 광둥 정부(廣東政府)를 개혁하여 고친 이름으로, 후에 장제스(蔣介石)의 지도 아래 민주 공화국으로 발족하였으나, 중국 공산당에 패하여 1949년 대만으로 물러났다."
국민 회의파,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/288131/MOV000295002_700X466.mp4,"인도의 보수(保守) 정당. 1885년 간디에 의하여 조직된 것으로, 제일 차 세계 대전 이후 간디와 네루의 지도하에 독립 운동을 전개하였으며, 1947년 독립 후 인도 연방 정부의 여당으로서 정권을 담당하였다."
국방상,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/288133/MOV000295013_700X466.mp4,영국 등 일부 국가에서 국방에 관한 일을 맡아보는 행정 부서의 장관.
국병,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/288135/MOV000295021_700X466.mp4,나라를 통치하는 권력.
국상학,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/288136/MOV000295026_700X466.mp4,"수량적 관찰과 비교를 바탕으로 개별 국가에 대하여 비교적ㆍ종합적으로 연구하는 학문. 정책학(政策學)의 한 분야이다. 넓은 뜻의 국가학(國家學)에 속하며, 17세기부터 18세기까지 독일의 절대주의 아래에서 성립한 관방학(官房學)에서 비롯하였다."
국제 분쟁,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/288140/MOV000295047_700X466.mp4,나라와 나라 사이의 분쟁. 법률적 분쟁과 정치적 분쟁이 있다.
국제 신탁 통치 제도,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/288142/MOV000295055_700X466.mp4,국제 평화와 안전을 지키고 주민의 정치적ㆍ경제적ㆍ사회적 진보를 촉진하며 자치 또는 독립을 이룰 수 있도록 주요 연합국이 국제 연합의 신탁을 받아 일정한 지역을 통치하는 제도.
국제 심사 위원회,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/288143/MOV000295062_700X466.mp4,"1907년 국제 분쟁의 평화적 해결에 관한 조약에 근거하여 설치한 국제 조정 기관. 상설 기관은 아니며, 특정한 분쟁을 해결하기 위하여 당사국 간에 구성하는데 구속력은 없다."
국제 연맹,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/288144/MOV000295067_700X466.mp4,"제일 차 세계 대전 직후인 1920년에, 미국 대통령 윌슨의 제창에 따라 국제 평화 유지와 협력의 촉진을 목적으로 창설한 국가 간의 연합체. 스위스 제네바에 본부를 두고 국제 분쟁의 평화적 처리에 크게 공헌하였으나, 1945년 국제 연합의 창설로 1946년에 해체하였다."
국제 연맹 총회,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/288146/MOV000295075_700X466.mp4,"국제 연맹의 최고 지도자 결정 기관. 연맹국 전체의 대표자로 구성하고 있으며, 세계 평화에 영향을 주는 여러 가지 문제를 논의하고 의결하였다."
