NO,단어,URL
10515,베틀,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247772/MOV000260754_700X466.mp4
10516,박가분(朴家粉),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247773/MOV000260756_700X466.mp4
10517,물레,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247774/MOV000260758_700X466.mp4
10518,앙부일구,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/440994/MOV000354017_700X466.mp4
10519,기리고차,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/440995/MOV000354019_700X466.mp4
10520,거중기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439094/MOV000354021_700X466.mp4
10521,비거,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439095/MOV000354022_700X466.mp4
10522,거북선,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/440996/MOV000354023_700X466.mp4
10523,대동여지도,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439099/MOV000354026_700X466.mp4
10524,문자도(文字圖),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247775/MOV000260761_700X466.mp4
10525,한글맞춤법 통일안,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247776/MOV000260771_700X466.mp4
10526,말모이 원고,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247777/MOV000260773_700X466.mp4
10527,사민필지,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247778/MOV000260775_700X466.mp4
10528,바둑이와 철수(초등 국어),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247779/MOV000260777_700X466.mp4
10529,천상열차분야지도,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439101/MOV000354028_700X466.mp4
10530,자격루,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439104/MOV000354031_700X466.mp4
10531,발효이야기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439105/MOV000354032_700X466.mp4
10532,사이클로이드 곡선,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/440997/MOV000354033_700X466.mp4
10533,목조불단(佛壇) 장엄화(莊嚴花),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438934/MOV000353861_700X466.mp4
10534,언문반절표 (완),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247780/MOV000260779_700X466.mp4
10535,흑립(黑笠),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247781/MOV000260781_700X466.mp4
10536,흉배(胸背),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247782/MOV000260784_700X466.mp4
10537,화로(火爐),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247783/MOV000260786_700X466.mp4
10538,화관(花冠),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247784/MOV000260789_700X466.mp4
10539,성덕대왕 신종에 새겨진 글씨 탑본,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247984/MOV000261251_700X466.mp4
10540,‘합천장흥고’가 새겨진 국화무늬 항아리,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248163/MOV000261639_700X466.mp4
10541,청동 금은입사 향완,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438935/MOV000353862_700X466.mp4
10542,은입사 연초합(煙草盒),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438936/MOV000353863_700X466.mp4
10543,나전 거북등무늬 좌경(坐鏡),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438937/MOV000353864_700X466.mp4
10544,추계유금도,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438938/MOV000353865_700X466.mp4
10545,수파실험장치,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/440998/MOV000354035_700X466.mp4
10546,박지·조화 분청사기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248164/MOV000261641_700X466.mp4
10547,꽃무늬 편병,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248165/MOV000261642_700X466.mp4
10548,모란·넝쿨무늬 항아리,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248166/MOV000261644_700X466.mp4
10549,어룡 모양 주자,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248167/MOV000261646_700X466.mp4
10550,연꽃·넝쿨무늬 베개,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248168/MOV000261648_700X466.mp4
10551,석류 모양 주자,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248169/MOV000261650_700X466.mp4
10552,테슬라코일,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/440999/MOV000354037_700X466.mp4
10553,원소주기율표,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439112/MOV000354039_700X466.mp4
10554,타코마 브리지 붕괴사건,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/441000/MOV000354040_700X466.mp4
10555,지진체험실,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/441001/MOV000354041_700X466.mp4
10556,태풍체험실,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/441002/MOV000354043_700X466.mp4
10557,물가풍경무늬 정병,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248170/MOV000261652_700X466.mp4
10558,죽순 모양 주자,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248171/MOV000261654_700X466.mp4
10559,오리 모양 연적,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248172/MOV000261656_700X466.mp4
10560,소학,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247876/MOV000260978_700X466.mp4
10561,어몽룡이 그렸다고 전하는 밤에 핀 매화 그림,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247877/MOV000260980_700X466.mp4
10562,한호가 푸른색 종이에 금가루로 쓴 글씨첩,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247878/MOV000260982_700X466.mp4
10563,정전기 체험(반데그라프),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/441003/MOV000354045_700X466.mp4
10564,도선주변의 자기를 발견하다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/441004/MOV000354046_700X466.mp4
10565,나한도,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438939/MOV000353866_700X466.mp4
10566,정조어필,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438941/MOV000353868_700X466.mp4
10567,소상팔경도,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438943/MOV000353870_700X466.mp4
10568,서유견문,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438952/MOV000353879_700X466.mp4
10569,천자문,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247879/MOV000260984_700X466.mp4
10570,조천도,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247880/MOV000260986_700X466.mp4
10571,현자총통,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247881/MOV000260988_700X466.mp4
10572,만력기묘명 승자총통,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247882/MOV000260990_700X466.mp4
10573,조선통신사 행렬도,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247883/MOV000260992_700X466.mp4
10574,사도세자 묘지명,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247884/MOV000260997_700X466.mp4
10575,조일수호조규약(강화도조약),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438953/MOV000353880_700X466.mp4
10576,갑신정변과 김옥균,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438954/MOV000353881_700X466.mp4
10577,한성전차회사 광고지,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438956/MOV000353883_700X466.mp4
10578,독립신문,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438958/MOV000353885_700X466.mp4
10579,독립협회 안내문과 보조금 영수증,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438960/MOV000353887_700X466.mp4
10580,대한제국 애국가,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438965/MOV000353892_700X466.mp4
10581,정순왕후가상존호도감의궤,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247885/MOV000260999_700X466.mp4
10582,재주정리자,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247886/MOV000261001_700X466.mp4
10583,"화성성역의궤
(정리자로 인쇄본)",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247887/MOV000261003_700X466.mp4
10584,자하 신위가 쓴 당나라 사공도의 시,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247985/MOV000261253_700X466.mp4
10585,묵소거사자찬,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247986/MOV000261255_700X466.mp4
10586,한나라 동경의 명문을 임서한 글,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247987/MOV000261257_700X466.mp4
10587,전동기와 발전기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/441005/MOV000354047_700X466.mp4
10588,용수철 파동,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/441006/MOV000354049_700X466.mp4
10589,빛으로 거리 재기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/441007/MOV000354051_700X466.mp4
10590,적외선 카메라,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/441008/MOV000354052_700X466.mp4
10591,생명의 퍼즐 혈액형,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/441009/MOV000354054_700X466.mp4
10592,김정희가 북경에 가는 조운경을 위해 지은 송별시,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247988/MOV000261259_700X466.mp4
10593,주학년을 위해 쓴 함추각 행서 대련,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247989/MOV000261261_700X466.mp4
10594,오준이 쓴 당나라 유장경의 시,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247990/MOV000261263_700X466.mp4
10595,이광사가 쓴 송나라 소식의 시,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247991/MOV000261265_700X466.mp4
10596,동토 윤순거 선생이 쓴 「무이구곡가」,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247992/MOV000261268_700X466.mp4
10597,흥법사 진공대사 비석,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247993/MOV000261271_700X466.mp4
10598,생식과 발생,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439129/MOV000354056_700X466.mp4
10599,생태계와 광합성,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439131/MOV000354058_700X466.mp4
10600,노벨상 히어로즈,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439133/MOV000354060_700X466.mp4
10601,우주의 근원을 밝히다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439135/MOV000354062_700X466.mp4
10602,금관,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/436961/MOV000353341_700X466.mp4
10603,데니태극기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438966/MOV000353893_700X466.mp4
10604,북새선은도,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247994/MOV000261273_700X466.mp4
10605,감로를 받다,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247995/MOV000261276_700X466.mp4
10606,연꽃·넝쿨무늬 붓꽂이,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248173/MOV000261658_700X466.mp4
10607,국화·넝쿨무늬 대접,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248174/MOV000261660_700X466.mp4
10608,거북등갑무늬 화장상자,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248175/MOV000261662_700X466.mp4
10609,모란·넝쿨무늬 표주박 모양 주자,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248176/MOV000261664_700X466.mp4
10610,임시의정원 태극기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438968/MOV000353895_700X466.mp4
10611,을사늑약,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438970/MOV000353897_700X466.mp4
10612,병합조약,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438971/MOV000353898_700X466.mp4
10613,대한자강회월보 창간호,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438972/MOV000353899_700X466.mp4
10614,안중근 의사 유묵,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438973/MOV000353900_700X466.mp4
10615,토지조사사업 준비 관련 자료,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438975/MOV000353902_700X466.mp4
10616,포도·동자무늬 표주박 모양 주자,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248177/MOV000261666_700X466.mp4
10617,풀·꽃무늬 표주박 모양 주자,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248178/MOV000261668_700X466.mp4
10618,소나무·인물무늬 매병,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248179/MOV000261670_700X466.mp4
10619,모란무늬 항아리,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/248180/MOV000261672_700X466.mp4
10620,임진자,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247888/MOV000261005_700X466.mp4
10621,활자보관장,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247889/MOV000261007_700X466.mp4
10622,창씨개명 호적부,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438976/MOV000353903_700X466.mp4
10623,국민총력조선연맹 포스터,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438977/MOV000353904_700X466.mp4
10624,3·1독립선언서,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438978/MOV000353905_700X466.mp4
10625,유관순 수형기록표,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438979/MOV000353906_700X466.mp4
10626,우주로 보내는 메시지,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439140/MOV000354067_700X466.mp4
10627,KMTnet,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439142/MOV000354069_700X466.mp4
10628,대동여지도 목판,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247890/MOV000261009_700X466.mp4
10629,연암집(열하일기),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247891/MOV000261011_700X466.mp4
10630,동의보감,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247892/MOV000261013_700X466.mp4
10631,면갑,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247893/MOV000261015_700X466.mp4
10632,마패,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247894/MOV000261017_700X466.mp4
10633,명성황후 옥보,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247895/MOV000261019_700X466.mp4
10634,고종 옥보,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247896/MOV000261021_700X466.mp4
