NO,단어,URL
10299,부소산성의 무기류,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170228/442923/MOV000353766_700X466.mp4
10300,능산리고분군의 벽화,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170228/442924/MOV000353772_700X466.mp4
10301,10.17 대통령 특별선언(유신선포),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439027/MOV000353954_700X466.mp4
10302,첩해신어,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/246969/MOV000260500_700X466.mp4
10303,몽어유해,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/246970/MOV000260502_700X466.mp4
10304,부모은중경언해,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/246971/MOV000260504_700X466.mp4
10305,천로역정 (완),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/246972/MOV000260506_700X466.mp4
10306,무예제보 언해,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/246973/MOV000260508_700X466.mp4
10307,대통령 긴급조치 위반 피의자 현상수배 전단지(민청학련사건),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439028/MOV000353955_700X466.mp4
10308,부산에 비상계엄선포 신문기사(동아),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439029/MOV000353956_700X466.mp4
10309,경찰관 김정길의 업무일지,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439030/MOV000353957_700X466.mp4
10310,민주화추진협의회 자료집,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439031/MOV000353958_700X466.mp4
10311,민주화추진협의회 기관지 「민주통신」(제2호),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439032/MOV000353959_700X466.mp4
10312,신한민주당 대통령직선제 등 민주개헌추진천만인서명운동 충남지부 현판식,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439033/MOV000353960_700X466.mp4
10313,간이벽온방 언해,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/246974/MOV000260510_700X466.mp4
10314,윤씨부인원정 (완),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/246975/MOV000260512_700X466.mp4
10315,정조어필한글편지첩 (완),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/246976/MOV000260514_700X466.mp4
10316,삼강행실도,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247076/MOV000260516_700X466.mp4
10317,이한열 열사 추모사진첩,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439034/MOV000353961_700X466.mp4
10318,민주헌법쟁취 국민운동본부결의문,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439035/MOV000353962_700X466.mp4
10319,국민운동 창간호,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439035/MOV000353962_700X466.mp4
10320,노태우 특별선언,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439036/MOV000353963_700X466.mp4
10321,개헌시안협상 합의사항,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439037/MOV000353964_700X466.mp4
10322,금동광배,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170228/442925/MOV000353775_700X466.mp4
10323,연통 모양 토기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170228/442926/MOV000353778_700X466.mp4
10324,습례국 (완),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247077/MOV000260518_700X466.mp4
10325,홍패(紅牌),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247078/MOV000260520_700X466.mp4
10326,해금(奚琴),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247079/MOV000260522_700X466.mp4
10327,합죽선(合竹扇),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247080/MOV000260525_700X466.mp4
10328,토시,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247081/MOV000260528_700X466.mp4
10329,태(胎)항아리,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247082/MOV000260530_700X466.mp4
10330,키,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247083/MOV000260532_700X466.mp4
10331,큰댕기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247084/MOV000260535_700X466.mp4
10332,목간,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170228/442927/MOV000353781_700X466.mp4
10333,임진왜란실 개관,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438858/MOV000353785_700X466.mp4
10334,동래읍성 발굴 환도(군도) 및 화살촉,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438860/MOV000353787_700X466.mp4
10335,전쟁의 발발과 조선의 대응-부산진순절도,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438862/MOV000353789_700X466.mp4
10336,징비록,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438864/MOV000353791_700X466.mp4
10337,히젠 나고야성,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438865/MOV000353792_700X466.mp4
10338,취발이,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247085/MOV000260537_700X466.mp4
10339,초헌(軺軒),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247086/MOV000260539_700X466.mp4
10340,초립(草笠),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247087/MOV000260542_700X466.mp4
10341,청자침(靑磁枕),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247088/MOV000260546_700X466.mp4
10342,청구람승도(靑邱覽勝圖),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247089/MOV000260548_700X466.mp4
10343,천상열차분야지도(天象列次分野之圖),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247189/MOV000260550_700X466.mp4
10344,지석(誌石),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247190/MOV000260553_700X466.mp4
10345,지게,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247191/MOV000260555_700X466.mp4
10346,임진왜란 중의 무기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438867/MOV000353794_700X466.mp4
10347,비격진천뢰 및 중완구,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438869/MOV000353796_700X466.mp4
10348,제6회 국민투표,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439038/MOV000353965_700X466.mp4
10349,김영삼대통령 휘호 ‘대도무문’ / 김대중대통령 휘호 ‘사인여천’ - 대선후보들 포스터설명,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439039/MOV000353966_700X466.mp4
10350,13대 대통령선거포스터,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439040/MOV000353967_700X466.mp4
10351,헌법재판소법,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439041/MOV000353968_700X466.mp4
10352,5.18민주화운동 등에 관한 특별법 / 헌정질서 파괴범죄의 공소시효 등에 관한 특례법,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439042/MOV000353969_700X466.mp4
10353,죽부인(竹夫人),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247192/MOV000260557_700X466.mp4
10354,조씨 삼형제 초상(趙氏 三兄弟 肖像),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247193/MOV000260559_700X466.mp4
10355,절구,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247194/MOV000260562_700X466.mp4
10356,적삼,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247195/MOV000260564_700X466.mp4
10357,쟁기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247196/MOV000260566_700X466.mp4
10358,장생(長생),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247197/MOV000260568_700X466.mp4
10359,무자위,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247198/MOV000260571_700X466.mp4
10360,목안(木雁),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247199/MOV000260575_700X466.mp4
10361,먹통,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247200/MOV000260577_700X466.mp4
10362,제1회 전국동시 지방선거 당선자 현황,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439043/MOV000353970_700X466.mp4
10363,G20정상회의 배지,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439044/MOV000353971_700X466.mp4
10364,서울올림픽 성화봉,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439045/MOV000353972_700X466.mp4
10365,2002 한일월드컵 공과 응원도구,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439046/MOV000353973_700X466.mp4
10366,전국금모으기 운동 수령증서,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439047/MOV000353974_700X466.mp4
10367,국내최초 64K DRAM / 세계최초 64M DRAM,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439048/MOV000353975_700X466.mp4
10368,국내 최초 휴대전화 SH-100S,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439049/MOV000353976_700X466.mp4
10369,매통,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247201/MOV000260579_700X466.mp4
10370,망사리와 테왁,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247202/MOV000260583_700X466.mp4
10371,만인산(萬人傘),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247302/MOV000260587_700X466.mp4
10372,떡살,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247303/MOV000260589_700X466.mp4
10373,동인경(銅人經),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247304/MOV000260591_700X466.mp4
10374,도롱이,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247305/MOV000260594_700X466.mp4
10375,당사주책(唐四柱冊),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247306/MOV000260598_700X466.mp4
10376,다식판,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247307/MOV000260600_700X466.mp4
10377,농가월령(農家月令),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247308/MOV000260602_700X466.mp4
10378,별은 내 가슴에,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439050/MOV000353977_700X466.mp4
10379,겨울연가,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439050/MOV000353977_700X466.mp4
10380,대장금,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439050/MOV000353977_700X466.mp4
10381,천자총통,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438871/MOV000353798_700X466.mp4
10382,조총,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438873/MOV000353800_700X466.mp4
10383,도요토미 히데요시 초상화,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438875/MOV000353802_700X466.mp4
10384,명황책봉문,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438877/MOV000353804_700X466.mp4
10385,권응수 초상,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438879/MOV000353806_700X466.mp4
10386,남태,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247309/MOV000260607_700X466.mp4
10387,나막신,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247310/MOV000260611_700X466.mp4
10388,기일비망기(忌日備忘記),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247311/MOV000260615_700X466.mp4
10389,금오계첩(金吾契帖),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247312/MOV000260617_700X466.mp4
10390,경진년대통력(庚辰年大統曆),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247313/MOV000260620_700X466.mp4
10391,거문고,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247314/MOV000260623_700X466.mp4
10392,갓신,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247315/MOV000260626_700X466.mp4
10393,감모여재도(感慕如在圖),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247415/MOV000260627_700X466.mp4
10394,사명대사 영정,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438881/MOV000353808_700X466.mp4
10395,통영도,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438883/MOV000353810_700X466.mp4
10396,임란첩보서목,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438884/MOV000353811_700X466.mp4
10397,평양성탈환도,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438886/MOV000353813_700X466.mp4
10398,진주성도,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438888/MOV000353815_700X466.mp4
10399,김시민선무공신교서,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438890/MOV000353817_700X466.mp4
10400,주먹도끼,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247416/MOV000260629_700X466.mp4
10401,되맞춘 몸돌,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247417/MOV000260631_700X466.mp4
10402,가로날도끼,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247418/MOV000260632_700X466.mp4
10403,찍개,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247419/MOV000260634_700X466.mp4
10404,여러면석기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247420/MOV000260636_700X466.mp4
10405,슴베찌르개,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247421/MOV000260638_700X466.mp4
10406,6.15남북공동선언,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439051/MOV000353978_700X466.mp4
10407,깨끗한 숲 만들기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/440978/MOV000353979_700X466.mp4
10408,내가 만든 전압,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/440979/MOV000353981_700X466.mp4
10409,같은 표정 다른 감정,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/440980/MOV000353982_700X466.mp4
10410,눈의 착각,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/440981/MOV000353984_700X466.mp4
10411,세계 최대의 종려나뭇잎 화석,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439059/MOV000353986_700X466.mp4
10412,밀개,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247422/MOV000260639_700X466.mp4
10413,톱니날,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247423/MOV000260641_700X466.mp4
10414,긁개,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247424/MOV000260642_700X466.mp4
10415,돌날,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247425/MOV000260643_700X466.mp4
10416,고산리식토기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247426/MOV000260644_700X466.mp4
10417,이음낚시,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247427/MOV000260646_700X466.mp4
10418,생동하는 지구,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/440982/MOV000353988_700X466.mp4
10419,SOS,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/440982/MOV000353988_700X466.mp4
10420,화려한 지배자,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439062/MOV000353989_700X466.mp4
10421,공룡,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439062/MOV000353989_700X466.mp4
10422,임진왜란의 종전과 동아시아질서의 재편,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438892/MOV000353819_700X466.mp4
10423,초량왜관도,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438894/MOV000353821_700X466.mp4
10424,화양지,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438896/MOV000353823_700X466.mp4
10425,역사문화실 개관,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438898/MOV000353825_700X466.mp4
10426,간돌도끼,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247428/MOV000260647_700X466.mp4
10427,간돌검,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247528/MOV000260649_700X466.mp4
10428,별모양도끼,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247529/MOV000260651_700X466.mp4
10429,새김덧띠무늬토기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247530/MOV000260653_700X466.mp4
10430,구멍무늬토기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247531/MOV000260654_700X466.mp4
10431,가지무늬토기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247532/MOV000260656_700X466.mp4
10432,농경문화의 보고,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438900/MOV000353827_700X466.mp4
10433,대평리,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438900/MOV000353827_700X466.mp4
10434,2,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438902/MOV000353829_700X466.mp4
10435,000년 전의 국제항,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438902/MOV000353829_700X466.mp4
10436,늑도,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438902/MOV000353829_700X466.mp4
10437,경남 서부지역의 가야,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438904/MOV000353831_700X466.mp4
10438,창녕 말흘리 유적,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438906/MOV000353833_700X466.mp4
10439,육조대사법보단경-혜능 스님의 머리가 동쪽으로 온 이유,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438908/MOV000353835_700X466.mp4
10440,화석일까,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/440983/MOV000353990_700X466.mp4
10441,아닐까,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/440983/MOV000353990_700X466.mp4
10442,붉은간토기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247533/MOV000260658_700X466.mp4
10443,검은간토기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247534/MOV000260660_700X466.mp4
10444,농경문 청동기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247535/MOV000260662_700X466.mp4
10445,요령식 동검,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247536/MOV000260664_700X466.mp4
10446,옥 목걸이,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247537/MOV000260666_700X466.mp4
10447,미송리형 토기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247538/MOV000260668_700X466.mp4
10448,사피엔스와 함께 살았던 인류들,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439065/MOV000353992_700X466.mp4
10449,중생대 해양파충류,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/440984/MOV000353993_700X466.mp4
10450,외계에서 날아온 편지,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/440985/MOV000353995_700X466.mp4
10451,핀치의 발견,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/440986/MOV000353996_700X466.mp4
10452,밀러-유리 실험,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/440987/MOV000353998_700X466.mp4
10453,수증기 스크린 홀로그램,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/440988/MOV000354000_700X466.mp4
10454,한국식 동검,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247539/MOV000260669_700X466.mp4
10455,검파형동기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247540/MOV000260671_700X466.mp4
10456,덧띠토기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247541/MOV000260673_700X466.mp4
10457,철제 투겁창,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247641/MOV000260675_700X466.mp4
10458,명도전,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247642/MOV000260677_700X466.mp4
10459,쌍두령,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247643/MOV000260679_700X466.mp4
10460,사람 머 리모양 토기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438910/MOV000353837_700X466.mp4
10461,사천 선진리 비석,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438911/MOV000353838_700X466.mp4
10462,청자상감 매화대나무학무늬 매병(보물 제1168호),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438913/MOV000353840_700X466.mp4
10463,도기 바퀴 장식 뿔잔(보물 제637호) –최규진 기증-,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438915/MOV000353842_700X466.mp4
10464,지역 이름이 있는 분청사기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438916/MOV000353843_700X466.mp4
10465,지리산의 차 –완당전집-,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438918/MOV000353845_700X466.mp4
10466,청동 거울(잔무늬거울),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247644/MOV000260681_700X466.mp4
10467,금귀걸이,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247645/MOV000260683_700X466.mp4
10468,구슬,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247645/MOV000260683_700X466.mp4
10469,흑요석으로 만든 도구,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247646/MOV000260684_700X466.mp4
10470,갈돌,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247647/MOV000260686_700X466.mp4
10471,뒤지개,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247648/MOV000260688_700X466.mp4
10472,가락바퀴,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247649/MOV000260690_700X466.mp4
10473,지리산의 처사,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438920/MOV000353847_700X466.mp4
10474,남명 조식의 삶 –남명선생 문집-,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438920/MOV000353847_700X466.mp4
10475,1862년 진주농민항쟁 –단계일기-,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438922/MOV000353849_700X466.mp4
10476,저울처럼 공평한 사회,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438924/MOV000353851_700X466.mp4
10477,형평운동,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438924/MOV000353851_700X466.mp4
10478,화성탐사,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/440989/MOV000354002_700X466.mp4
10479,양력과 받음각,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/440990/MOV000354003_700X466.mp4
10480,발찌,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247650/MOV000260692_700X466.mp4
10481,조개팔찌,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247651/MOV000260694_700X466.mp4
10482,바리(덧무늬토기),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247652/MOV000260696_700X466.mp4
10483,바리(빗살무늬토기),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247653/MOV000260698_700X466.mp4
10484,장군,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247754/MOV000260702_700X466.mp4
10485,자수 태극기(刺繡 太極旗),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247755/MOV000260705_700X466.mp4
10486,은장도(銀粧刀),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247756/MOV000260707_700X466.mp4
10487,새와 비행기 날개 비교,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/440991/MOV000354005_700X466.mp4
10488,좌우 이동하는 공,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/440992/MOV000354006_700X466.mp4
10489,종이 비행기 발사,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170206/440993/MOV000354008_700X466.mp4
10490,방사기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439083/MOV000354010_700X466.mp4
10491,증류탑,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439085/MOV000354012_700X466.mp4
10492,아라미드 섬유,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439087/MOV000354014_700X466.mp4
10493,원삼(圓衫),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247757/MOV000260709_700X466.mp4
10494,용두레,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247758/MOV000260711_700X466.mp4
10495,오방장 두루마기,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247759/MOV000260715_700X466.mp4
10496,오륜행실도(五倫行實圖),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247760/MOV000260719_700X466.mp4
10497,오낭(五囊),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247761/MOV000260724_700X466.mp4
10498,양주산대가면(楊州山臺假面):말뚝이,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247762/MOV000260726_700X466.mp4
10499,도끼,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247762/MOV000260726_700X466.mp4
10500,쌍륙(雙六),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247763/MOV000260728_700X466.mp4
10501,쌍따비,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247764/MOV000260731_700X466.mp4
10502,소삼신(소 三神),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247765/MOV000260734_700X466.mp4
10503,국제우주정거장,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/439089/MOV000354016_700X466.mp4
10504,두암실 개관,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438926/MOV000353853_700X466.mp4
10505,분청사기 상감수파 어문편병(분청사기 파도물고기무늬 납작병),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438928/MOV000353855_700X466.mp4
10506,분청사기 철화 삼엽문부(분청사기 세잎무늬장군),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438929/MOV000353856_700X466.mp4
10507,백자철화 죽문 죽절형병(대나무 무늬 각진병),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438930/MOV000353857_700X466.mp4
10508,백자철화 운룡문호(백자 구름용무늬 항아리),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20170117/438931/MOV000353858_700X466.mp4
10509,설피(雪皮),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247766/MOV000260737_700X466.mp4
10510,상여(喪輿),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247767/MOV000260740_700X466.mp4
10511,삼강행실도(三綱行實圖),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247768/MOV000260744_700X466.mp4
10512,산통(算筒),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247769/MOV000260747_700X466.mp4
10513,사인교(四人轎),http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247770/MOV000260750_700X466.mp4
10514,붓,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160314/247771/MOV000260752_700X466.mp4
